Customer_ID,Customer_Name,Metadata_SAL_ID,Amount,Currency,Date
PAY0989,Morgan Smith,SAL0651,€939.60,EUR,"April 15, 2025"
PAY0153,Avery Brown,SAL0753,"€1,885.27",EUR,2025-04-16
PAY0960,Jordan Anderson,SAL0554,$331.64,USD,2025-04-17
PAY0845,Riley Jackson,,"€787,48",EUR,18/04/2025
PAY0847,Riley Anderson,SAL0038,$526.87,USD,"April 19, 2025"
PAY0317,Robin Brown,SAL0851,"€1,716.15",EUR,20/04/2025
PAY0299,Jamie Davis,SAL0999,€153.86,EUR,"April 21, 2025"
PAY0429,Jordan Jackson,SAL0586,"€1.188,96",EUR,2025-04-22
PAY0499,Morgan Moore,SAL0743,"$967,80",USD,23/04/2025
PAY0085,Jordan Wilson,,"€1.770,72",EUR,24/04/2025
PAY0682,Alex Smith,SAL0681,€677.56,EUR,25/04/2025
PAY0090,Taylor Thomas,SAL0253,"€1.913,72",EUR,26/04/2025
PAY0346,Casey Jackson,SAL0428,"$1.846,31",USD,2025-04-27
PAY0901,Casey Johnson,SAL0686,"€1.733,18",EUR,28/04/2025
PAY0327,Robin Taylor,SAL0024,$785.31,USD,29/04/2025
PAY0951,Quinn Davis,SAL0430,"$1,123.58",USD,30/04/2025
PAY0699,Morgan Anderson,SAL0447,"$1,061.70",USD,01/05/2025
PAY0514,Robin Johnson,SAL0677,"€1.261,20",EUR,02/05/2025
PAY0919,Quinn Taylor,SAL0988,"€766,65",EUR,03/05/2025
PAY0884,Jordan Jackson,SAL0703,"$400,15",USD,2025-05-04
PAY0253,Alex Thomas,SAL0275,"€1,807.88",EUR,"May 05, 2025"
PAY0865,Quinn Moore,SAL0908,"€1,305.13",EUR,2025-05-06
PAY0960,Jordan Anderson,SAL0554,$189.13,USD,07/05/2025
PAY0218,Morgan Brown,,"€1.366,46",EUR,"May 08, 2025"
PAY0220,Quinn Thomas,SAL0564,$585.21,USD,"May 09, 2025"
PAY0580,Taylor Johnson,SAL0142,"€1.109,09",EUR,10/05/2025
PAY0047,Jamie Taylor,SAL0977,"€1,653.50",EUR,"May 11, 2025"
PAY0504,Casey Wilson,SAL0808,"€1,327.85",EUR,2025-05-12
PAY0474,Robin Anderson,SAL0138,$825.14,USD,2025-05-13
PAY0503,Robin Johnson,SAL0127,€505.76,EUR,14/05/2025
PAY0624,Casey Anderson,SAL0008,"€1,594.23",EUR,15/05/2025
PAY0055,Morgan Smith,SAL0117,"€1.886,76",EUR,16/05/2025
PAY0629,Quinn Thomas,,"€1.138,97",EUR,2025-05-17
PAY0989,Morgan Smith,,"$1.889,54",USD,"May 18, 2025"
PAY0984,Casey Davis,SAL0814,"$741,59",USD,"May 19, 2025"
PAY0172,Quinn Smith,SAL0872,"€836,57",EUR,2025-05-20
PAY0715,Riley Wilson,SAL0377,"$1.581,45",USD,21/05/2025
PAY0715,Riley Wilson,SAL0377,"€1,278.19",EUR,2025-05-22
PAY0663,Jordan Taylor,SAL0465,"€811,74",EUR,2025-05-23
PAY0267,Robin Taylor,SAL0938,"€1,160.55",EUR,24/05/2025
PAY0619,Taylor Johnson,SAL0819,"$384,28",USD,"May 25, 2025"
PAY0777,Robin Wilson,SAL0974,"$1.002,80",USD,26/05/2025
PAY0542,Avery Anderson,SAL0663,€451.49,EUR,2025-05-27
PAY0133,Jordan Taylor,SAL0965,"$162,03",USD,28/05/2025
PAY0994,Alex Jackson,SAL0357,"$356,22",USD,29/05/2025
PAY0233,Jordan Thomas,SAL0273,"€1,499.13",EUR,2025-05-30
PAY0241,Riley Wilson,SAL0082,"€1.747,38",EUR,"May 31, 2025"
PAY0463,Casey Taylor,SAL0598,€975.82,EUR,"June 01, 2025"
PAY0836,Avery Moore,,"€1.385,43",EUR,2025-06-02
PAY0578,Avery Anderson,SAL0361,€174.74,EUR,2025-06-03
PAY0853,Robin Brown,SAL0474,"€691,34",EUR,"June 04, 2025"
PAY0647,Avery Davis,SAL0840,"€1,487.72",EUR,05/06/2025
PAY0356,Casey Davis,,"€1.415,62",EUR,2025-06-06
PAY0491,Morgan Thomas,SAL0074,"€535,81",EUR,"June 07, 2025"
PAY0205,Robin Thomas,SAL0223,"$1.412,12",USD,2025-06-08
PAY0347,Robin Jackson,SAL0065,"$1.776,81",USD,"June 09, 2025"
PAY0396,Jordan Thomas,SAL0411,$619.18,USD,"June 10, 2025"
PAY0352,Quinn Taylor,SAL0592,"€473,65",EUR,"June 11, 2025"
PAY0279,Jamie Smith,SAL0764,"$1,990.87",USD,"June 12, 2025"
PAY0140,Avery Brown,SAL0792,"€1.570,05",EUR,13/06/2025
PAY0486,Taylor Taylor,SAL0619,"€1.036,83",EUR,"June 14, 2025"
PAY0842,Alex Johnson,SAL0964,"€1.367,46",EUR,"June 15, 2025"
PAY0424,Quinn Smith,SAL0398,"€1.718,76",EUR,16/06/2025
PAY0780,Taylor Davis,SAL0984,"$1.432,74",USD,"June 17, 2025"
PAY0571,Quinn Anderson,SAL0058,"$995,28",USD,"June 18, 2025"
PAY0271,Riley Davis,SAL0902,"€1.441,48",EUR,19/06/2025
PAY0721,Quinn Smith,SAL0697,$364.66,USD,2025-06-20
PAY0763,Taylor Wilson,SAL0640,"€292,10",EUR,"June 21, 2025"
PAY0576,Riley Jackson,,"€71,86",EUR,22/06/2025
PAY0129,Robin Wilson,SAL0151,$472.51,USD,"June 23, 2025"
PAY0091,Jamie Jackson,SAL0318,$912.01,USD,"June 24, 2025"
PAY0751,Quinn Jackson,SAL0548,"$1.341,95",USD,25/06/2025
PAY0395,Quinn Smith,SAL0025,"$152,21",USD,26/06/2025
PAY0497,Alex Anderson,,"$443,39",USD,2025-06-27
PAY0679,Robin Davis,SAL0900,"€228,20",EUR,2025-06-28
PAY0122,Casey Smith,,"$1.650,03",USD,2025-06-29
PAY0188,Morgan Brown,SAL0502,"$1,679.00",USD,2025-06-30
PAY0491,Morgan Thomas,SAL0074,"€1.049,38",EUR,"July 01, 2025"
PAY0064,Alex Wilson,SAL0497,"€1,268.11",EUR,2025-07-02
PAY0359,Jordan Thomas,,"€466,87",EUR,2025-07-03
PAY0019,Jamie Davis,,"$1.325,29",USD,04/07/2025
PAY0618,Jamie Taylor,SAL0740,€178.73,EUR,05/07/2025
PAY0639,Jordan Johnson,SAL0013,"$181,30",USD,"July 06, 2025"
PAY0945,Alex Moore,SAL0579,"$1,967.05",USD,"July 07, 2025"
PAY0153,Avery Brown,SAL0753,$541.28,USD,"July 08, 2025"
PAY0546,Robin Anderson,SAL0588,"$807,70",USD,"July 09, 2025"
PAY0669,Riley Jackson,SAL0249,"€1,773.74",EUR,"July 10, 2025"
PAY0045,Avery Brown,SAL0821,$181.65,USD,"July 11, 2025"
PAY0448,Riley Johnson,SAL0229,$795.62,USD,"July 12, 2025"
PAY0095,Jordan Smith,SAL0160,"$503,58",USD,"July 13, 2025"
PAY0185,Morgan Johnson,SAL0916,"$1.526,63",USD,14/07/2025
PAY0301,Taylor Taylor,SAL0335,"$628,40",USD,"July 15, 2025"
PAY0025,Morgan Anderson,SAL0350,€514.22,EUR,16/07/2025
PAY0712,Taylor Smith,SAL0842,$592.35,USD,17/07/2025
PAY0859,Avery Davis,SAL0329,"$1.634,79",USD,"July 18, 2025"
PAY0646,Jamie Wilson,SAL0123,$718.32,USD,"July 19, 2025"
PAY0929,Jordan Davis,SAL0801,"$1,612.83",USD,20/07/2025
PAY0070,Riley Brown,SAL0004,€677.19,EUR,2025-07-21
PAY0164,Jamie Moore,SAL0009,"$1.008,70",USD,2025-07-22
PAY0441,Jordan Brown,SAL0622,"$448,23",USD,"July 23, 2025"
PAY0334,Robin Thomas,SAL0881,"$1.600,70",USD,2025-07-24
PAY0899,Avery Davis,SAL0852,"€1.463,73",EUR,2025-07-25
PAY0644,Morgan Johnson,SAL0299,"$876,83",USD,"July 26, 2025"
PAY0448,Riley Johnson,SAL0229,"$1.937,07",USD,27/07/2025
PAY0869,Alex Davis,SAL0873,"€1.904,48",EUR,2025-07-28
PAY0337,Taylor Brown,,€910.68,EUR,29/07/2025
PAY0058,Casey Jackson,SAL0994,"€1,535.76",EUR,30/07/2025
PAY0953,Riley Jackson,SAL0831,"$1.097,54",USD,31/07/2025
PAY0632,Jordan Taylor,SAL0467,€934.53,EUR,01/08/2025
PAY0793,Quinn Davis,SAL0524,"€699,81",EUR,2025-08-02
PAY0295,Jamie Jackson,SAL0244,"€75,03",EUR,03/08/2025
PAY0340,Avery Davis,SAL0209,"€819,57",EUR,04/08/2025
PAY0751,Quinn Jackson,,"$1.975,67",USD,2025-08-05
PAY0475,Casey Taylor,SAL0248,"$292,73",USD,06/08/2025
PAY0937,Morgan Brown,SAL0980,€547.75,EUR,07/08/2025
PAY0134,Robin Johnson,SAL0407,"$1,392.55",USD,08/08/2025
PAY0116,Avery Johnson,SAL0333,"€531,24",EUR,09/08/2025
PAY0050,Alex Thomas,SAL0656,"$1,427.79",USD,"August 10, 2025"
PAY0152,Quinn Johnson,SAL0401,€559.59,EUR,2025-08-11
PAY0951,Quinn Davis,,"$532,46",USD,2025-08-12
PAY0903,Avery Wilson,,"€1.437,64",EUR,"August 13, 2025"
PAY0548,Casey Jackson,SAL0790,"$1,806.94",USD,2025-08-14
PAY0469,Casey Smith,SAL0960,€882.40,EUR,"August 15, 2025"
PAY0285,Robin Johnson,SAL0692,"€1,778.97",EUR,"August 16, 2025"
PAY0164,Jamie Moore,SAL0009,€223.30,EUR,17/08/2025
PAY0226,Casey Brown,SAL0963,€458.57,EUR,2025-08-18
PAY0316,Jordan Johnson,SAL0820,"$1.641,96",USD,"August 19, 2025"
PAY0982,Alex Taylor,SAL0997,"€1,073.68",EUR,2025-08-20
PAY0916,Riley Wilson,SAL0324,"$780,57",USD,2025-08-21
PAY0209,Riley Smith,SAL0387,"€1,899.54",EUR,2025-08-22
PAY0767,Avery Smith,SAL0140,$441.83,USD,2025-08-23
PAY0072,Taylor Brown,,"€1.966,75",EUR,"August 24, 2025"
PAY0725,Jamie Taylor,SAL0734,"$1.743,31",USD,2025-08-25
PAY0036,Avery Brown,SAL0542,"$293,13",USD,"August 26, 2025"
PAY0213,Morgan Jackson,SAL0102,"$981,90",USD,27/08/2025
PAY0085,Jordan Wilson,SAL0156,"$1.912,67",USD,"August 28, 2025"
PAY0992,Robin Thomas,SAL0378,€64.16,EUR,29/08/2025
PAY0504,Casey Wilson,SAL0808,"€707,21",EUR,"August 30, 2025"
PAY0464,Riley Taylor,SAL0987,€719.00,EUR,31/08/2025
PAY0385,Alex Wilson,SAL0239,$827.02,USD,01/09/2025
PAY0605,Morgan Anderson,SAL0909,€245.35,EUR,02/09/2025
PAY0224,Alex Moore,SAL0363,"$1.679,07",USD,2025-09-03
PAY0339,Alex Moore,SAL0868,"$1.084,73",USD,"September 04, 2025"
PAY0942,Jamie Thomas,,"€1,334.81",EUR,"September 05, 2025"
PAY0986,Avery Brown,SAL0673,"€56,10",EUR,06/09/2025
PAY0250,Casey Thomas,SAL0689,€139.22,EUR,2025-09-07
PAY0856,Alex Smith,SAL0303,"$994,85",USD,08/09/2025
PAY0285,Robin Johnson,SAL0692,"$1,721.35",USD,09/09/2025
PAY0856,Alex Smith,SAL0303,$430.40,USD,"September 10, 2025"
PAY0499,Morgan Moore,SAL0743,"$1.720,77",USD,2025-09-11
PAY0104,Robin Jackson,SAL0382,"€1.673,09",EUR,12/09/2025
PAY0788,Riley Thomas,SAL0251,"$275,57",USD,2025-09-13
PAY0501,Casey Thomas,SAL0322,"$1.891,21",USD,"September 14, 2025"
PAY0229,Jordan Johnson,SAL0776,€362.46,EUR,15/09/2025
PAY0618,Jamie Taylor,SAL0740,"€1,452.39",EUR,"September 16, 2025"
PAY0409,Jamie Davis,SAL0531,"€1.347,68",EUR,"September 17, 2025"
PAY0568,Quinn Johnson,SAL0849,"$1,750.28",USD,18/09/2025
PAY0303,Morgan Jackson,SAL0885,"€1,449.01",EUR,"September 19, 2025"
PAY0038,Taylor Thomas,SAL0633,"$1.719,47",USD,2025-09-20
PAY0540,Jordan Taylor,SAL0173,"$220,98",USD,"September 21, 2025"
PAY0109,Avery Wilson,SAL0148,$416.90,USD,2025-09-22
PAY0629,Quinn Thomas,,€661.08,EUR,2025-09-23
PAY0458,Jordan Johnson,SAL0755,$170.68,USD,24/09/2025
PAY0911,Riley Johnson,SAL0700,"$1,554.00",USD,"September 25, 2025"
PAY0124,Morgan Taylor,SAL0268,"€483,18",EUR,26/09/2025
PAY0742,Alex Davis,SAL0241,€332.17,EUR,27/09/2025
PAY0672,Jordan Wilson,SAL0207,"€938,78",EUR,"September 28, 2025"
PAY0440,Alex Davis,SAL0396,"$1,612.52",USD,29/09/2025
PAY0209,Riley Smith,SAL0387,"$1.981,15",USD,"September 30, 2025"
PAY0071,Robin Smith,SAL0919,"$982,65",USD,"October 01, 2025"
PAY0038,Taylor Thomas,SAL0633,"€784,58",EUR,"October 02, 2025"
PAY0833,Casey Thomas,SAL0624,"$1,703.74",USD,2025-10-03
PAY0384,Taylor Johnson,SAL0109,"$1,737.59",USD,"October 04, 2025"
PAY0988,Jordan Anderson,SAL0435,$633.25,USD,"October 05, 2025"
PAY0988,Jordan Anderson,SAL0435,€707.95,EUR,06/10/2025
PAY0994,Alex Jackson,SAL0357,"€190,06",EUR,2025-10-07
PAY0987,Jamie Moore,SAL0574,"€1.719,69",EUR,08/10/2025
PAY0172,Quinn Smith,SAL0931,"$1,592.99",USD,"October 09, 2025"
PAY0732,Morgan Anderson,SAL0284,$942.19,USD,10/10/2025
PAY0288,Jordan Anderson,,"$990,76",USD,"October 11, 2025"
PAY0099,Morgan Davis,SAL0059,"$1.483,87",USD,"October 12, 2025"
PAY0703,Taylor Wilson,SAL0811,"$1.372,72",USD,13/10/2025
PAY0130,Alex Brown,SAL0552,"$1.691,24",USD,14/10/2025
PAY0682,Alex Smith,,"$1,892.87",USD,"October 15, 2025"
PAY0272,Robin Anderson,SAL0367,"$1,207.12",USD,16/10/2025
PAY0644,Morgan Johnson,,"$116,29",USD,17/10/2025
PAY0274,Robin Anderson,SAL0716,"$1,212.50",USD,18/10/2025
PAY0296,Robin Taylor,SAL0593,"$1,399.00",USD,"October 19, 2025"
PAY0677,Jamie Davis,SAL0243,"€586,67",EUR,2025-10-20
PAY0042,Riley Brown,SAL0056,€211.14,EUR,"October 21, 2025"
PAY0744,Taylor Moore,SAL0176,"€94,90",EUR,"October 22, 2025"
PAY0864,Casey Smith,SAL0117,"$1.598,97",USD,"October 23, 2025"
PAY0143,Jordan Jackson,SAL0789,"$895,63",USD,2025-10-24
PAY0821,Morgan Brown,SAL0853,"$1.822,32",USD,"October 25, 2025"
PAY0058,Casey Jackson,SAL0994,"€817,90",EUR,"October 26, 2025"
PAY0658,Morgan Johnson,SAL0120,"$1,441.81",USD,2025-10-27
PAY0810,Jamie Wilson,,"$1.334,24",USD,"October 28, 2025"
PAY0842,Alex Johnson,SAL0557,€400.88,EUR,2025-10-29
PAY0647,Avery Davis,SAL0642,$301.19,USD,2025-10-30
PAY0089,Casey Taylor,,"$550,68",USD,2025-10-31
PAY0675,Jamie Thomas,SAL0431,"$632,23",USD,"November 01, 2025"
PAY0713,Jamie Smith,SAL0906,$534.26,USD,"November 02, 2025"
PAY0146,Alex Moore,SAL0164,"€1.576,46",EUR,03/11/2025
PAY0842,Alex Johnson,SAL0557,€660.23,EUR,"November 04, 2025"
PAY0585,Jamie Wilson,SAL0323,"$1.391,46",USD,2025-11-05
PAY0445,Morgan Johnson,SAL0493,$634.43,USD,"November 06, 2025"
PAY0698,Riley Wilson,SAL0722,"€471,28",EUR,"November 07, 2025"
PAY0468,Morgan Wilson,SAL0712,"€872,93",EUR,"November 08, 2025"
PAY0357,Casey Anderson,SAL0834,"€368,47",EUR,09/11/2025
PAY0150,Quinn Jackson,SAL0279,$879.42,USD,2025-11-10
PAY0102,Riley Thomas,SAL0730,"$1,478.72",USD,"November 11, 2025"
PAY0378,Jamie Johnson,SAL0006,"$1.313,15",USD,2025-11-12
PAY0742,Alex Davis,,"€1.985,28",EUR,"November 13, 2025"
PAY0299,Jamie Davis,SAL0999,$201.17,USD,"November 14, 2025"
PAY0028,Jordan Smith,SAL0156,€843.22,EUR,15/11/2025
PAY0426,Morgan Smith,,"€700,36",EUR,2025-11-16
PAY0404,Jordan Anderson,SAL0952,€69.23,EUR,2025-11-17
PAY0206,Taylor Davis,SAL0804,"$1.905,98",USD,"November 18, 2025"
PAY0169,Riley Anderson,SAL0055,"€647,77",EUR,19/11/2025
PAY0987,Jamie Moore,SAL0574,"€1,165.71",EUR,"November 20, 2025"
PAY0442,Taylor Johnson,SAL0359,"$1.798,31",USD,21/11/2025
PAY0372,Jordan Brown,SAL0704,"€723,09",EUR,2025-11-22
PAY0072,Taylor Brown,SAL0314,$68.52,USD,2025-11-23
PAY0206,Taylor Davis,SAL0804,"€1.156,74",EUR,"November 24, 2025"
PAY0291,Morgan Johnson,SAL0180,"$1,950.27",USD,25/11/2025
PAY0648,Quinn Smith,SAL0707,€942.68,EUR,26/11/2025
PAY0209,Riley Smith,SAL0387,€609.30,EUR,"November 27, 2025"
PAY0870,Casey Wilson,,"$1.851,43",USD,2025-11-28
PAY0628,Jamie Johnson,SAL0075,€646.04,EUR,"November 29, 2025"
PAY0869,Alex Davis,SAL0873,$199.55,USD,2025-11-30
PAY0137,Jamie Anderson,SAL0477,€161.95,EUR,01/12/2025
PAY0305,Casey Davis,SAL0945,"€1,754.99",EUR,"December 02, 2025"
PAY0938,Alex Moore,SAL0610,"$985,33",USD,"December 03, 2025"
PAY0064,Alex Wilson,SAL0497,"$1,826.23",USD,"December 04, 2025"
PAY0512,Riley Wilson,SAL0523,"$1,511.85",USD,"December 05, 2025"
PAY0364,Robin Taylor,SAL0416,"$1,844.89",USD,2025-12-06
PAY0739,Quinn Davis,SAL0112,"$1.863,86",USD,07/12/2025
PAY0962,Riley Brown,SAL0122,€309.97,EUR,08/12/2025
PAY0428,Riley Moore,SAL0661,€789.23,EUR,09/12/2025
PAY0026,Taylor Moore,SAL0052,"$1.374,17",USD,10/12/2025
PAY0386,Taylor Anderson,SAL0454,$566.26,USD,"December 11, 2025"
PAY0641,Casey Brown,SAL0826,€474.05,EUR,"December 12, 2025"
PAY0662,Riley Thomas,SAL0066,"$1,660.17",USD,"December 13, 2025"
PAY0399,Jordan Johnson,SAL0517,"€1.002,12",EUR,14/12/2025
PAY0267,Robin Taylor,,"$631,78",USD,"December 15, 2025"
PAY0767,Avery Smith,SAL0420,"$834,03",USD,16/12/2025
PAY0890,Robin Smith,SAL0685,"$215,25",USD,17/12/2025
PAY0559,Taylor Davis,SAL0260,"€353,48",EUR,18/12/2025
PAY0525,Jordan Davis,SAL0288,€633.61,EUR,"December 19, 2025"
PAY0177,Taylor Wilson,,€575.49,EUR,20/12/2025
PAY0530,Morgan Moore,SAL0014,"€322,76",EUR,"December 21, 2025"
PAY0273,Morgan Moore,SAL0733,"€265,80",EUR,22/12/2025
PAY0131,Jordan Wilson,SAL0870,"$1.500,65",USD,2025-12-23
PAY0663,Jordan Taylor,,"€984,63",EUR,24/12/2025
PAY0977,Alex Jackson,SAL0371,"$1.016,36",USD,25/12/2025
PAY0160,Robin Brown,SAL0385,"€1.465,69",EUR,2025-12-26
PAY0841,Casey Smith,SAL0018,"$91,25",USD,2025-12-27
PAY0497,Alex Anderson,SAL0802,"$1,384.65",USD,28/12/2025
PAY0262,Alex Brown,SAL0292,"$1.954,06",USD,29/12/2025
PAY0047,Jamie Taylor,SAL0860,"€997,56",EUR,2025-12-30
PAY0043,Jamie Davis,SAL0471,"$1.046,92",USD,2025-12-31
PAY0817,Avery Thomas,SAL0745,$563.88,USD,01/01/2026
PAY0273,Morgan Moore,SAL0733,$974.09,USD,"January 02, 2026"
PAY0381,Avery Davis,SAL0264,"$403,32",USD,2026-01-03
PAY0892,Quinn Wilson,SAL0285,$124.81,USD,04/01/2026
PAY0826,Jamie Taylor,SAL0086,"$1,252.11",USD,05/01/2026
PAY0904,Riley Wilson,SAL0866,"$1.073,69",USD,06/01/2026
PAY0060,Jordan Taylor,SAL0218,€169.63,EUR,07/01/2026
PAY0520,Casey Taylor,SAL0265,€575.03,EUR,"January 08, 2026"
PAY0526,Riley Jackson,,"$531,59",USD,2026-01-09
PAY0196,Quinn Taylor,SAL0545,"€1.337,84",EUR,10/01/2026
PAY0697,Taylor Taylor,SAL0395,"$1.821,54",USD,11/01/2026
PAY0663,Jordan Taylor,SAL0465,"€1.008,01",EUR,2026-01-12
PAY0724,Taylor Brown,SAL0914,"$76,64",USD,"January 13, 2026"
PAY0723,Jordan Anderson,SAL0925,"€754,70",EUR,14/01/2026
PAY0833,Casey Thomas,SAL0624,"$1,189.44",USD,2026-01-15
PAY0102,Riley Thomas,SAL0147,"$1.498,05",USD,"January 16, 2026"
PAY0602,Robin Brown,SAL0824,€421.35,EUR,2026-01-17
PAY0410,Morgan Davis,SAL0496,"€1.115,83",EUR,18/01/2026
PAY0669,Riley Jackson,SAL0249,"$443,90",USD,2026-01-19
PAY0526,Riley Jackson,SAL0165,"€1,123.47",EUR,"January 20, 2026"
PAY0411,Alex Smith,SAL0657,"€727,31",EUR,"January 21, 2026"
PAY0900,Robin Brown,SAL0376,"$1.826,16",USD,"January 22, 2026"
PAY0765,Taylor Johnson,SAL0882,"$1.907,27",USD,23/01/2026
PAY0546,Robin Anderson,SAL0588,"€1.936,60",EUR,"January 24, 2026"
PAY0093,Riley Thomas,SAL0581,"$1,599.06",USD,25/01/2026
PAY0333,Avery Taylor,SAL0660,"$1.385,15",USD,"January 26, 2026"
PAY0345,Casey Brown,SAL0446,"€1.146,87",EUR,27/01/2026
PAY0831,Taylor Smith,SAL0134,$408.93,USD,"January 28, 2026"
PAY0546,Robin Anderson,SAL0588,€67.28,EUR,"January 29, 2026"
PAY0985,Casey Moore,SAL0805,"$554,73",USD,30/01/2026
PAY0698,Riley Wilson,SAL0602,"$282,25",USD,2026-01-31
PAY0515,Robin Thomas,SAL0282,$126.23,USD,01/02/2026
PAY0705,Jamie Wilson,SAL0779,$309.29,USD,2026-02-02
PAY0655,Jamie Wilson,SAL0042,"$459,45",USD,03/02/2026
PAY0902,Jordan Anderson,SAL0983,"€1.230,06",EUR,"February 04, 2026"
PAY0728,Jordan Smith,SAL0247,"$1.121,09",USD,"February 05, 2026"
PAY0763,Taylor Wilson,,$683.04,USD,2026-02-06
PAY0655,Jamie Wilson,SAL0042,"€743,19",EUR,2026-02-07
PAY0396,Jordan Thomas,SAL0211,"$1,331.77",USD,"February 08, 2026"
PAY0677,Jamie Davis,SAL0243,"€1,894.03",EUR,"February 09, 2026"
PAY0094,Taylor Johnson,,"€1.124,21",EUR,10/02/2026
PAY0283,Taylor Davis,SAL0578,"€1.184,24",EUR,2026-02-11
PAY0556,Robin Jackson,,"€1.466,26",EUR,12/02/2026
PAY0619,Taylor Johnson,SAL0819,"€1.017,12",EUR,2026-02-13
PAY0317,Robin Brown,SAL0851,"$1,160.83",USD,2026-02-14
PAY0666,Jordan Taylor,SAL0986,$367.69,USD,"February 15, 2026"
PAY0877,Casey Davis,SAL0346,"$416,30",USD,2026-02-16
PAY0133,Jordan Taylor,SAL0124,"€1.822,81",EUR,"February 17, 2026"
PAY0738,Alex Smith,SAL0019,"$1,467.19",USD,18/02/2026
PAY0345,Casey Brown,SAL0446,$90.40,USD,"February 19, 2026"
PAY0101,Casey Moore,,$135.29,USD,20/02/2026
PAY0688,Quinn Johnson,SAL0889,"$1,880.27",USD,2026-02-21
PAY0937,Morgan Brown,,"€1,593.74",EUR,2026-02-22
PAY0956,Alex Anderson,,€321.50,EUR,23/02/2026
PAY0646,Jamie Wilson,SAL0636,"$983,87",USD,"February 24, 2026"
PAY0481,Quinn Thomas,SAL0005,"$1.273,60",USD,2026-02-25
PAY0417,Riley Davis,SAL0993,"$1,112.05",USD,26/02/2026
PAY0445,Morgan Johnson,SAL0493,"$52,36",USD,27/02/2026
PAY0258,Jordan Smith,SAL0095,"€337,38",EUR,"February 28, 2026"
PAY0345,Casey Brown,SAL0446,"$1.389,19",USD,2026-03-01
PAY0186,Avery Thomas,SAL0720,"€248,39",EUR,"March 02, 2026"
PAY0547,Quinn Smith,SAL0162,$280.78,USD,"March 03, 2026"
