Customer_ID,Customer_Name,Metadata_SAL_ID,Amount,Currency,Date
PAY0133,Jordan Taylor,SAL0124,1.82281,EUR,2026-02-17
PAY0345,Casey Brown,SAL0446,90.4,USD,2026-02-19
PAY0646,Jamie Wilson,SAL0636,98387.0,USD,2026-02-24
PAY0258,Jordan Smith,SAL0095,33738.0,EUR,2026-02-28
PAY0186,Avery Thomas,SAL0720,24839.0,EUR,2026-03-02
PAY0547,Quinn Smith,SAL0162,280.78,USD,2026-03-03
PAY0444,Casey Wilson,SAL0962,397.23,EUR,2026-03-04
PAY0326,Jamie Wilson,SAL0301,1757.03,EUR,2026-03-06
PAY0465,Quinn Davis,SAL0741,988.51,EUR,2026-03-12
PAY0547,Quinn Smith,SAL0437,31953.0,USD,2026-03-13
PAY0345,Casey Brown,SAL0446,213.05,EUR,2026-03-15
PAY0888,Alex Johnson,SAL0313,1506.64,USD,2026-03-21
PAY0908,Quinn Thomas,SAL0738,1542.56,EUR,2026-03-26
PAY0397,Robin Jackson,SAL0835,1.4122,EUR,2026-03-27
PAY0081,Morgan Thomas,SAL0460,362.68,EUR,2026-03-30
PAY0628,Jamie Johnson,SAL0075,1758.15,EUR,2026-03-31
PAY0932,Alex Smith,SAL0196,1823.89,USD,2026-04-09
PAY0572,Taylor Jackson,SAL0409,11312.0,EUR,2026-04-10
PAY0540,Jordan Taylor,SAL0173,36438.0,EUR,2026-04-17
PAY0619,Taylor Johnson,SAL0819,1908.0,USD,2026-04-18
PAY0596,Robin Moore,SAL0669,324.68,USD,2026-04-19
PAY0914,Jamie Taylor,SAL0376,61714.0,EUR,2026-04-21
PAY0854,Morgan Moore,SAL0234,1.3816,USD,2026-04-22
PAY0392,Casey Wilson,SAL0860,75849.0,USD,2026-04-27
PAY0647,Avery Davis,SAL0642,75877.0,EUR,2026-04-30
PAY0708,Riley Moore,SAL0461,1.37714,EUR,2026-05-01
PAY0681,Quinn Johnson,SAL0702,661.61,USD,2026-05-02
PAY0400,Riley Moore,SAL0812,562.51,USD,2026-05-03
PAY0707,Morgan Brown,SAL0186,1495.03,USD,2026-05-04
PAY0724,Taylor Brown,SAL0914,23233.0,EUR,2026-05-07
PAY0804,Casey Wilson,SAL0959,1.64567,USD,2026-05-08
PAY0019,Jamie Davis,SAL0219,69101.0,EUR,2026-05-10
PAY0574,Casey Wilson,SAL0111,9474.0,EUR,2026-05-15
PAY0554,Morgan Anderson,SAL0101,1753.86,EUR,2026-05-17
PAY0923,Morgan Anderson,SAL0228,43728.0,EUR,2026-05-20
PAY0753,Casey Brown,SAL0044,1.57852,EUR,2026-05-21
PAY0871,Morgan Davis,SAL0319,808.82,USD,2026-05-22
PAY0273,Morgan Moore,SAL0733,20173.0,USD,2026-05-23
PAY0265,Riley Johnson,SAL0736,33760.0,EUR,2026-05-25
PAY0758,Riley Taylor,SAL0508,92619.0,USD,2026-05-27
PAY0326,Jamie Wilson,SAL0301,459.04,USD,2026-05-29
PAY0209,Riley Smith,SAL0387,1647.15,USD,2026-05-31
PAY0727,Avery Smith,SAL0891,85740.0,EUR,2026-06-01
PAY0839,Riley Wilson,SAL0169,899.96,EUR,2026-06-04
PAY0163,Avery Wilson,,1.86837,USD,2026-06-07
PAY0818,Quinn Taylor,SAL0021,1.93685,EUR,2026-06-11
PAY0815,Jordan Jackson,SAL0028,48668.0,EUR,2026-06-13
PAY0611,Avery Johnson,SAL0340,78009.0,EUR,2026-06-16
PAY0234,Jordan Jackson,,52157.0,EUR,2026-06-17
PAY0214,Riley Anderson,SAL0269,1.66567,EUR,2026-06-18
PAY0318,Quinn Moore,SAL0392,280.83,EUR,2026-06-21
PAY0619,Taylor Johnson,,23187.0,EUR,2026-06-23
PAY0355,Casey Jackson,SAL0290,51746.0,USD,2026-06-26
PAY0829,Riley Anderson,SAL0702,528.25,EUR,2026-06-27
PAY0730,Quinn Taylor,SAL0235,586.18,USD,2026-06-28
PAY0377,Taylor Anderson,SAL0369,1.74053,USD,2026-06-29
PAY0554,Morgan Anderson,SAL0101,69.77,USD,2026-07-05
PAY0876,Quinn Thomas,SAL0926,1.99009,USD,2026-07-07
PAY0951,Quinn Davis,SAL0430,1856.84,USD,2026-07-08
PAY0679,Robin Davis,,1908.8,EUR,2026-07-12
PAY0401,Casey Wilson,SAL0116,42646.0,USD,2026-07-14
PAY0604,Morgan Davis,,1925.65,USD,2026-07-15
PAY0588,Riley Smith,SAL0634,1156.57,EUR,2026-07-25
PAY0103,Jamie Wilson,SAL0856,592.19,USD,2026-07-27
PAY0686,Riley Moore,SAL0007,79657.0,USD,2026-07-31
PAY0167,Robin Thomas,SAL0174,1.6912,EUR,2026-08-02
PAY0349,Casey Thomas,SAL0276,1704.91,USD,2026-08-07
PAY0447,Casey Smith,SAL0070,1462.01,EUR,2026-08-10
PAY0645,Casey Johnson,SAL0783,338.6,EUR,2026-08-15
PAY0840,Avery Smith,SAL0512,1067.44,USD,2026-08-16
PAY0783,Jordan Anderson,SAL0763,1679.31,USD,2026-08-19
PAY0986,Avery Brown,SAL0673,1.00091,EUR,2026-08-22
PAY0435,Avery Brown,SAL0600,591.78,USD,2026-08-27
PAY0859,Avery Davis,SAL0329,249.03,EUR,2026-08-28
PAY0488,Robin Johnson,SAL0948,11959.0,EUR,2026-09-06
PAY0837,Taylor Moore,SAL0490,56.06,USD,2026-09-10
PAY0468,Morgan Wilson,SAL0712,979.68,EUR,2026-09-11
PAY0402,Taylor Jackson,SAL0342,83.91,EUR,2026-09-17
PAY0732,Morgan Anderson,SAL0284,1.61759,EUR,2026-09-19
PAY0714,Casey Brown,SAL0316,1.05977,EUR,2026-09-22
PAY0644,Morgan Johnson,SAL0299,1.17629,EUR,2026-09-25
PAY0967,Jamie Anderson,SAL0507,1272.44,EUR,2026-09-27
PAY0278,Riley Jackson,SAL0652,1763.51,USD,2026-10-07
PAY0422,Morgan Jackson,SAL0263,1.54694,EUR,2026-10-13
PAY0679,Robin Davis,SAL0410,63707.0,USD,2026-10-14
PAY0311,Taylor Jackson,SAL0505,320.29,EUR,2026-10-16
PAY0363,Taylor Wilson,SAL0874,86999.0,EUR,2026-10-18
PAY0198,Riley Anderson,SAL0433,83574.0,USD,2026-10-22
PAY0799,Alex Thomas,SAL0215,1.68644,USD,2026-10-23
PAY0068,Riley Taylor,SAL0381,700.29,USD,2026-10-24
PAY0045,Avery Brown,SAL0821,1.39666,USD,2026-10-25
PAY0739,Quinn Davis,SAL0112,1046.1,USD,2026-10-26
PAY0287,Taylor Taylor,SAL0897,1.146,EUR,2026-10-27
PAY0331,Morgan Wilson,,1711.9,EUR,2026-10-28
PAY0920,Avery Smith,SAL0920,838.89,USD,2026-11-02
PAY0430,Avery Anderson,SAL0250,1652.29,EUR,2026-11-03
PAY0409,Jamie Davis,SAL0531,89309.0,USD,2026-11-04
PAY0496,Robin Davis,SAL0366,1182.05,USD,2026-11-09
PAY0958,Jordan Thomas,SAL0070,1.02624,USD,2026-11-12
PAY0014,Alex Wilson,SAL0183,13761.0,USD,2026-11-19
PAY0925,Taylor Johnson,SAL0187,1.41252,EUR,2026-11-25
PAY0871,Morgan Davis,SAL0319,1.66377,EUR,2026-12-02
PAY0629,Quinn Thomas,SAL0372,31885.0,USD,2026-12-03
PAY0239,Casey Johnson,SAL0979,1.75425,USD,2026-12-04
PAY0554,Morgan Anderson,SAL0101,24678.0,EUR,2026-12-05
PAY0529,Morgan Smith,SAL0482,1.74937,EUR,2026-12-08
PAY0031,Casey Thomas,SAL0903,1.78165,USD,2026-12-12
PAY0292,Robin Wilson,SAL0080,31865.0,EUR,2026-12-22
PAY0389,Alex Wilson,SAL0091,50247.0,USD,2026-12-24
PAY0785,Casey Jackson,SAL0580,40216.0,USD,2026-12-27
PAY0060,Jordan Taylor,SAL0362,1.33229,USD,2026-12-29
PAY0339,Alex Moore,SAL0868,1.32461,EUR,2027-01-01
PAY0081,Morgan Thomas,SAL0460,253.54,EUR,2027-01-02
PAY0721,Quinn Smith,SAL0697,1.95308,USD,2027-01-04
PAY0920,Avery Smith,SAL0920,1.663,USD,2027-01-08
PAY0186,Avery Thomas,SAL0720,451.17,USD,2027-01-10
PAY0560,Morgan Jackson,SAL0560,1667.02,EUR,2027-01-14
PAY0595,Jordan Anderson,SAL0134,1484.06,USD,2027-01-15
PAY0293,Alex Thomas,SAL0077,1907.32,EUR,2027-01-16
PAY0281,Morgan Brown,SAL0198,584.83,EUR,2027-01-21
PAY0723,Jordan Anderson,SAL0925,1.55455,USD,2027-01-22
PAY0586,Riley Anderson,SAL0713,1.2936,USD,2027-01-25
PAY0353,Alex Brown,SAL0222,49347.0,USD,2027-01-28
PAY0567,Alex Taylor,SAL0503,1.04652,USD,2027-02-03
PAY0202,Robin Smith,SAL0774,1.18624,USD,2027-02-10
PAY0990,Jordan Davis,SAL0439,1912.6,USD,2027-02-11
PAY0005,Jordan Davis,SAL0462,1763.04,USD,2027-02-13
PAY0985,Casey Moore,SAL0805,1.06466,EUR,2027-02-14
PAY0794,Casey Brown,SAL0966,1036.0,EUR,2027-02-18
PAY0227,Riley Thomas,SAL0528,1098.35,EUR,2027-02-20
PAY0950,Jamie Anderson,SAL0535,846.58,USD,2027-02-22
PAY0731,Quinn Thomas,SAL0099,285.54,EUR,2027-02-24
PAY0407,Jamie Thomas,SAL0529,1799.98,EUR,2027-03-01
PAY0171,Riley Thomas,SAL0305,925.35,EUR,2027-03-03
PAY0984,Casey Davis,SAL0926,899.6,EUR,2027-03-04
PAY0359,Jordan Thomas,SAL0104,62983.0,EUR,2027-03-08
PAY0851,Taylor Brown,SAL0607,1.52674,USD,2027-03-10
PAY0868,Avery Thomas,,446.12,EUR,2027-03-18
PAY0511,Taylor Taylor,,1670.52,EUR,2027-03-19
PAY0349,Casey Thomas,SAL0276,562.96,USD,2027-03-21
PAY0276,Quinn Thomas,SAL0544,277.1,EUR,2027-03-22
PAY0524,Casey Wilson,SAL0487,48376.0,USD,2027-03-23
PAY0740,Riley Anderson,SAL0901,1.85322,EUR,2027-03-25
PAY0145,Morgan Davis,SAL0823,1066.53,USD,2027-03-26
PAY0592,Morgan Brown,SAL0937,1761.27,USD,2027-03-27
PAY0169,Riley Anderson,SAL0458,61963.0,EUR,2027-04-04
PAY0844,Robin Johnson,SAL0665,82743.0,USD,2027-04-13
PAY0008,Quinn Davis,SAL0168,1166.39,USD,2027-04-15
PAY0520,Casey Taylor,,1.89836,EUR,2027-04-16
PAY0968,Robin Wilson,SAL0898,1424.22,EUR,2027-04-18
PAY0931,Casey Taylor,SAL0312,35604.0,EUR,2027-04-24
PAY0633,Riley Davis,SAL0621,1.5789,EUR,2027-04-26
PAY0820,Morgan Brown,SAL0612,57650.0,USD,2027-04-27
PAY0670,Quinn Taylor,,1.4218,EUR,2027-04-28
PAY0202,Robin Smith,SAL0774,1.10631,USD,2027-04-29
PAY0737,Jamie Taylor,SAL0646,817.61,EUR,2027-05-05
PAY0037,Avery Johnson,SAL0226,836.23,EUR,2027-05-10
PAY0834,Morgan Wilson,SAL0723,70884.0,USD,2027-05-12
PAY0478,Robin Wilson,SAL0850,1.77673,EUR,2027-05-19
PAY0900,Robin Brown,SAL0376,899.18,EUR,2027-05-21
PAY0037,Avery Johnson,SAL0226,615.88,USD,2027-05-23
PAY0011,Jamie Thomas,SAL0321,69385.0,USD,2027-05-25
PAY0162,Robin Thomas,SAL0292,96395.0,USD,2027-05-29
PAY0575,Jordan Jackson,,1267.78,EUR,2027-06-01
PAY0417,Riley Davis,SAL0993,1.47478,EUR,2027-06-03
PAY0703,Taylor Wilson,,29707.0,EUR,2027-06-04
PAY0651,Jamie Jackson,SAL0705,50207.0,USD,2027-06-06
PAY0570,Quinn Moore,SAL0436,1142.28,EUR,2027-06-10
PAY0503,Robin Johnson,SAL0127,742.23,EUR,2027-06-11
PAY0635,Taylor Anderson,SAL0806,1.35658,EUR,2027-06-16
PAY0998,Jamie Johnson,SAL0893,58616.0,EUR,2027-06-21
PAY0415,Avery Thomas,SAL0375,1450.16,EUR,2027-06-23
PAY0133,Jordan Taylor,SAL0124,1006.09,EUR,2027-06-24
PAY0888,Alex Johnson,SAL0313,91459.0,USD,2027-06-28
PAY0111,Avery Johnson,SAL0031,1967.64,USD,2027-06-29
PAY0748,Quinn Taylor,SAL0924,1973.23,EUR,2027-07-01
PAY0598,Jamie Thomas,SAL0854,86194.0,USD,2027-07-02
PAY0076,Taylor Wilson,SAL0940,1.23663,EUR,2027-07-04
PAY0964,Jamie Smith,SAL0738,1.68383,USD,2027-07-05
PAY0818,Quinn Taylor,SAL0021,279.54,EUR,2027-07-06
PAY0351,Riley Thomas,SAL0046,1.47262,USD,2027-07-08
PAY0328,Riley Moore,SAL0769,1682.75,USD,2027-07-11
PAY0726,Quinn Anderson,SAL0125,90722.0,USD,2027-07-15
PAY0319,Riley Anderson,SAL0822,730.28,EUR,2027-07-16
PAY0334,Robin Thomas,SAL0881,38243.0,EUR,2027-07-17
PAY0833,Casey Thomas,,1.98782,EUR,2027-07-18
PAY0383,Taylor Davis,SAL0726,612.94,EUR,2027-07-19
PAY0355,Casey Jackson,SAL0290,1.83064,EUR,2027-07-26
PAY0401,Casey Wilson,SAL0956,636.14,USD,2027-08-02
PAY0534,Jordan Moore,SAL0782,602.23,EUR,2027-08-12
PAY0793,Quinn Davis,SAL0524,72639.0,USD,2027-08-13
PAY0129,Robin Wilson,SAL0151,1.5473,EUR,2027-08-14
PAY0321,Jamie Thomas,,53.1,EUR,2027-08-15
PAY0138,Quinn Taylor,SAL0307,1.62349,USD,2027-08-22
PAY0157,Riley Smith,SAL0139,79878.0,EUR,2027-08-23
PAY0209,Riley Smith,SAL0387,777.01,EUR,2027-08-26
PAY0946,Morgan Brown,SAL0272,761.48,USD,2027-08-27
PAY0628,Jamie Johnson,SAL0075,1.87165,EUR,2027-08-29
PAY0013,Quinn Davis,SAL1000,1.49043,USD,2027-09-05
PAY0494,Casey Anderson,,12466.0,USD,2027-09-09
PAY0591,Alex Johnson,SAL0890,1903.2,EUR,2027-09-11
PAY0871,Morgan Davis,SAL0319,558.9,EUR,2027-09-13
PAY0510,Jordan Smith,SAL0750,1.5334,EUR,2027-09-15
PAY0737,Jamie Taylor,SAL0818,1438.47,EUR,2027-09-21
PAY0953,Riley Jackson,SAL0831,69107.0,EUR,2027-09-22
PAY0222,Taylor Moore,,95080.0,EUR,2027-09-24
PAY0057,Jamie Johnson,SAL0620,1.36232,EUR,2027-09-25
PAY0203,Jamie Anderson,SAL0567,1164.06,USD,2027-09-26
PAY0901,Casey Johnson,SAL0686,1.36528,USD,2027-09-28
PAY0216,Taylor Smith,SAL0257,821.71,USD,2027-10-02
PAY0657,Alex Moore,SAL0859,398.31,USD,2027-10-03
PAY0467,Jordan Anderson,SAL0739,1218.53,EUR,2027-10-05
PAY0893,Riley Davis,SAL0472,1345.26,EUR,2027-10-06
PAY0366,Morgan Brown,SAL0512,612.4,EUR,2027-10-09
PAY0082,Jordan Wilson,,1.38254,USD,2027-10-10
PAY0695,Alex Brown,SAL0869,487.18,USD,2027-10-12
PAY0529,Morgan Smith,,1.8443,USD,2027-10-21
PAY0551,Morgan Moore,SAL0645,863.32,EUR,2027-10-24
PAY0905,Riley Thomas,SAL0984,1.4458,USD,2027-10-25
PAY0097,Robin Jackson,SAL0203,621.28,EUR,2027-10-26
PAY0368,Jamie Thomas,SAL0964,127.82,EUR,2027-10-27
PAY0454,Morgan Thomas,SAL0955,75731.0,EUR,2027-11-05
PAY0092,Jamie Anderson,SAL0597,64077.0,USD,2027-11-09
PAY0946,Morgan Brown,SAL0272,721.22,USD,2027-11-11
PAY0831,Taylor Smith,SAL0970,487.4,EUR,2027-11-15
PAY0897,Riley Johnson,SAL0121,1829.77,USD,2027-11-17
PAY0749,Jordan Brown,SAL0494,1.15507,USD,2027-11-21
PAY0205,Robin Thomas,SAL0223,1.39491,USD,2027-11-22
PAY0075,Alex Moore,SAL0406,64038.0,USD,2027-11-25
PAY0863,Quinn Jackson,,21260.0,USD,2027-11-28
PAY0510,Jordan Smith,SAL0750,1216.67,EUR,2027-11-29
PAY0811,Riley Thomas,SAL0793,1.74116,USD,2027-12-04
PAY0140,Avery Brown,SAL0792,1084.28,USD,2027-12-10
PAY0140,Avery Brown,SAL0792,822.67,USD,2027-12-12
PAY0411,Alex Smith,SAL0657,94093.0,EUR,2027-12-19
PAY0772,Jamie Thomas,SAL0674,67760.0,EUR,2027-12-21
PAY0968,Robin Wilson,,1.33587,EUR,2027-12-25
PAY0380,Jordan Thomas,SAL0748,31186.0,USD,2027-12-28
PAY0482,Jordan Johnson,SAL0267,1657.41,USD,2027-12-29
PAY0679,Robin Davis,SAL0410,1.14558,EUR,2027-12-30
PAY0297,Casey Wilson,SAL0935,92.61,USD,2028-01-01
PAY0799,Alex Thomas,SAL0215,756.3,USD,2028-01-04
PAY0072,Taylor Brown,SAL0314,54795.0,USD,2028-01-05
PAY0023,Quinn Smith,SAL0638,883.3,EUR,2028-01-06
PAY0993,Robin Moore,SAL0888,1170.89,USD,2028-01-09
PAY0306,Jamie Davis,SAL0934,1949.74,USD,2028-01-10
PAY0351,Riley Thomas,SAL0046,1.31329,EUR,2028-01-14
PAY0049,Casey Brown,SAL0158,882.94,EUR,2028-01-17
PAY0055,Morgan Smith,SAL0492,1651.97,EUR,2028-01-19
PAY0409,Jamie Davis,SAL0531,1.67661,EUR,2028-01-26
PAY0577,Riley Thomas,SAL0062,1.70323,EUR,2028-02-04
PAY0655,Jamie Wilson,SAL0042,35709.0,USD,2028-02-10
PAY0567,Alex Taylor,SAL0357,1939.02,EUR,2028-02-18
PAY0804,Casey Wilson,,1.81062,USD,2028-02-20
PAY0289,Jordan Davis,SAL0105,1.91597,USD,2028-02-21
PAY0334,Robin Thomas,SAL0881,1.71134,USD,2028-02-22
PAY0802,Jamie Brown,SAL0906,23484.0,EUR,2028-02-24
PAY0459,Quinn Jackson,SAL0504,53707.0,EUR,2028-02-25
PAY0104,Robin Jackson,SAL0382,690.82,EUR,2028-02-26
PAY0343,Alex Johnson,SAL0721,1574.81,EUR,2028-03-08
PAY0805,Morgan Moore,SAL0035,900.52,USD,2028-03-11
PAY0351,Riley Thomas,,82524.0,USD,2028-03-12
PAY0853,Robin Brown,SAL0474,1221.83,USD,2028-03-14
PAY0985,Casey Moore,SAL0805,141.64,EUR,2028-03-15
PAY0672,Jordan Wilson,SAL0694,372.99,USD,2028-03-17
PAY0581,Taylor Thomas,,1.92016,EUR,2028-03-19
PAY0254,Quinn Taylor,,1.87938,USD,2028-03-21
PAY0620,Jordan Brown,SAL0224,1352.83,USD,2028-03-22
PAY0915,Morgan Smith,SAL0861,1790.65,USD,2028-03-27
